left_id,right_id,left,right,label
4580,1719,COL cictt_make VAL DE HAVILLAND COL cictt_model VAL DHC2 COL cictt_series VAL III COL cictt_name VAL TURBO BEAVER COL cictt_cert VAL A-22,COL make VAL DHC COL model VAL 2 COL series VAL MKIII COL name VAL TURBO BEAVER COL cert VAL A806,1
4050,AMD-50-900,COL cictt_make VAL CHAMPION COL cictt_model VAL 7GCAA COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL CITABRIA COL cictt_cert VAL A-759,COL make VAL AMD COL model VAL 50 COL series VAL 900 COL name VAL MYSTERE-FALCON COL cert VAL A46EU,0
3761,1347,COL cictt_make VAL CESSNA COL cictt_model VAL 210 COL cictt_series VAL N COL cictt_name VAL CENTURION COL cictt_cert VAL 3A21,COL make VAL CE COL model VAL 210 COL series VAL N COL name VAL CENTURION COL cert VAL 3A21,1
3664,1249,COL cictt_make VAL CESSNA COL cictt_model VAL 150 COL cictt_series VAL UNDESIGNATED SERIES COL cictt_name VAL COMMUTER COL cictt_cert VAL 3A19,COL make VAL CE COL model VAL 150 COL series VAL 150 COL name VAL COMMUTER COL cert VAL 3A19,1
3815,1541,COL cictt_make VAL CESSNA COL cictt_model VAL 401 COL cictt_series VAL A COL cictt_name VAL No Popular Name COL cictt_cert VAL A7CE,COL make VAL CE COL model VAL 206 COL series VAL TP206E COL name VAL SUPER SKYLANE COL cert VAL A4CE,0
4005,570,COL cictt_make VAL CESSNA COL cictt_model VAL TU206 COL cictt_series VAL F COL cictt_name VAL TURBO STATIONAIR COL cictt_cert VAL A4CE,COL make VAL BHT COL model VAL 47 COL series VAL H1 COL cert VAL H1,0
7926,T-50-50,COL cictt_make VAL REARWIN COL cictt_model VAL 185 COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL SKYRANGER COL cictt_cert VAL A-729,COL make VAL T COL model VAL 50 COL series VAL 50 COL cert VAL A722,0
7494,2538,COL cictt_make VAL PIPER COL cictt_model VAL PA11S COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL CUB SPECIAL COL cictt_cert VAL A-691,COL make VAL PA COL model VAL 11 COL series VAL S COL name VAL CUB COL cert VAL A691,1
4324,2911,COL cictt_make VAL CONSOLIDATED VULTEE COL cictt_model VAL SNV COL cictt_series VAL 2 COL cictt_name VAL VALIANT COL cictt_cert VAL A-2-571,COL make VAL B COL model VAL 75 COL series VAL E75 COL cert VAL A743,0
5874,2137,COL cictt_make VAL HUGHES COL cictt_model VAL 269A COL cictt_series VAL UNDESIGNATED SERIES COL cictt_name VAL No Popular Name COL cictt_cert VAL 4H12,COL make VAL HU COL model VAL 269 COL series VAL A COL cert VAL 4H12,1
7569,PA-23-235,COL cictt_make VAL PIPER COL cictt_model VAL PA28 COL cictt_series VAL 235 COL cictt_name VAL CHARGER COL cictt_cert VAL 2A13,COL make VAL PA COL model VAL 23 COL series VAL 235 COL name VAL APACHE COL cert VAL 1A10,0
1743,976,COL cictt_make VAL BOEING COL cictt_model VAL 727 COL cictt_series VAL 1H2 COL cictt_name VAL No Popular Name COL cictt_cert VAL A3WE,COL make VAL B COL model VAL 737 COL series VAL 8F2 COL cert VAL A16WE,0
942,1734,COL cictt_make VAL BAC COL cictt_model VAL ONE ELEVEN COL cictt_series VAL 420EL COL cictt_name VAL No Popular Name COL cictt_cert VAL NOT CERTIFICATED,COL make VAL DHC COL model VAL 8 COL series VAL 202 COL cert VAL A13NM,0
5321,1978,COL cictt_make VAL FOUND COL cictt_model VAL FBA2C COL cictt_series VAL 1 COL cictt_name VAL BUSH HAWK COL cictt_cert VAL A-16,COL make VAL FBA COL model VAL 2 COL series VAL C1 COL cert VAL A7EA,1
1764,1431,COL cictt_make VAL BOEING COL cictt_model VAL 727 COL cictt_series VAL 227 COL cictt_name VAL No Popular Name COL cictt_cert VAL A3WE,COL make VAL CE COL model VAL 750 COL series VAL 750 COL cert VAL T00007WI,0
1260,444,COL cictt_make VAL BEECH COL cictt_model VAL 50 COL cictt_series VAL H50 COL cictt_name VAL TWIN BONANZA COL cictt_cert VAL 5A4,COL make VAL BE COL model VAL 50 COL series VAL H50 COL name VAL TWIN BONANZA COL cert VAL 5A4,1
9549,3114,COL cictt_make VAL WACO COL cictt_model VAL YPF COL cictt_series VAL 7 COL cictt_name VAL No Popular Name COL cictt_cert VAL ATC 586,COL make VAL WACO COL model VAL YPF COL series VAL 7 COL cert VAL ATC586,1
9527,MOONEY-20-D,COL cictt_make VAL WACO COL cictt_model VAL UIC COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL No Popular Name COL cictt_cert VAL ATC 499,COL make VAL MOONEY COL model VAL 20 COL series VAL D COL cert VAL 2A3,0
85,REIMS-FR172-E,COL cictt_make VAL AERO COMMANDER COL cictt_model VAL 560 COL cictt_series VAL E COL cictt_name VAL COMMANDER 560E COL cictt_cert VAL 6A1,COL make VAL REIMS COL model VAL FR172 COL series VAL E COL cert VAL A18EU,0
6519,2255,COL cictt_make VAL LOCKHEED COL cictt_model VAL 1329 COL cictt_series VAL 23A COL cictt_name VAL JETSTAR COL cictt_cert VAL 2A15,COL make VAL LKHEED COL model VAL 14 COL series VAL N2 COL cert VAL ATC683,0
7015,2379,COL cictt_make VAL MONOCOUPE COL cictt_model VAL 90A COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL MONOCOUPE 90 COL cictt_cert VAL A-306,COL make VAL MONOCP COL model VAL 90A COL cert VAL A-306,1
234,BHT-430-430,COL cictt_make VAL AEROSPATIALE COL cictt_model VAL SA3180 COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL ALOUETTE ASTAZOU COL cictt_cert VAL EASA.R.124,COL make VAL BHT COL model VAL 430 COL series VAL 430 COL cert VAL H9SW,0
7608,3138,COL cictt_make VAL PIPER COL cictt_model VAL PA32RT COL cictt_series VAL 300 COL cictt_name VAL LANCE II COL cictt_cert VAL A3SO,COL make VAL MORAVN COL model VAL ZLIN COL series VAL Z242L COL cert VAL A76EU,0
8975,DHC-4-4,COL cictt_make VAL TECNAM COL cictt_model VAL P2006T COL cictt_series VAL UNDESIGNATED SERIES COL cictt_name VAL No Popular Name COL cictt_cert VAL EASA.A.185,COL make VAL DHC COL model VAL 4 COL series VAL 4 COL name VAL CARIBOU COL cert VAL 1A19,0
3745,1331,COL cictt_make VAL CESSNA COL cictt_model VAL 207 COL cictt_series VAL UNDESIGNATED SERIES COL cictt_name VAL SKYWAGON COL cictt_cert VAL A16CE,COL make VAL CE COL model VAL 207 COL series VAL 207 COL name VAL SKYWAGON COL cert VAL A16CE,1
265,GEM-205-205,COL cictt_make VAL AEROSTAR COL cictt_model VAL M20F COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL EXECUTIVE COL cictt_cert VAL 2A3,COL make VAL GEM COL model VAL 205 COL series VAL 205 COL name VAL TEXBULLET 205 COL cert VAL 4A2,0
742,561,COL cictt_make VAL AVIAT COL cictt_model VAL A1 COL cictt_series VAL UNDESIGNATED SERIES COL cictt_name VAL HUSKY COL cictt_cert VAL A22NM,COL make VAL BHT COL model VAL 47 COL series VAL G3 COL cert VAL 2H3,0
2439,991,COL cictt_make VAL BOEING COL cictt_model VAL 747 COL cictt_series VAL 129 COL cictt_name VAL No Popular Name COL cictt_cert VAL A20WE,COL make VAL B COL model VAL 747 COL series VAL 129 COL name VAL SUPERJET COL cert VAL A20WE,1
2007,837,COL cictt_make VAL BOEING COL cictt_model VAL 737 COL cictt_series VAL 2K6 COL cictt_name VAL No Popular Name COL cictt_cert VAL A16WE,COL make VAL B COL model VAL 737 COL series VAL 2K6 COL cert VAL A16WE,1
3813,1394,COL cictt_make VAL CESSNA COL cictt_model VAL 340 COL cictt_series VAL A COL cictt_name VAL No Popular Name COL cictt_cert VAL 3A25,COL make VAL CE COL model VAL 340 COL series VAL A COL cert VAL 3A25,1
5989,SK-52-HO5S1,COL cictt_make VAL INTERSTATE COL cictt_model VAL S1B COL cictt_series VAL 1 COL cictt_name VAL CADET COL cictt_cert VAL A-754,COL make VAL SK COL model VAL 52 COL series VAL HO5S1 COL cert VAL 1H2,0
7603,1066,COL cictt_make VAL PIPER COL cictt_model VAL PA32R COL cictt_series VAL 301 COL cictt_name VAL SARATOGA II TC COL cictt_cert VAL A3SO,COL make VAL B COL model VAL 757 COL series VAL 24A COL cert VAL A2NM,0
5298,CL-600-2E25,COL cictt_make VAL FOKKER COL cictt_model VAL F28 COL cictt_series VAL 1000 COL cictt_name VAL FELLOWSHIP COL cictt_cert VAL EASA.A.037,COL make VAL CL COL model VAL 600 COL series VAL 2E25 COL name VAL CRJ 1000 COL cert VAL A21EA,0
6824,2340,COL cictt_make VAL MCDONNELL DOUGLAS COL cictt_model VAL DC10 COL cictt_series VAL 10F COL cictt_name VAL No Popular Name COL cictt_cert VAL A22WE,COL make VAL MD COL model VAL 10 COL series VAL 10F COL cert VAL A22WE,1
3914,2591,COL cictt_make VAL CESSNA COL cictt_model VAL FR172 COL cictt_series VAL F COL cictt_name VAL REIMS ROCKET COL cictt_cert VAL A18EU,COL make VAL PA COL model VAL 28 COL series VAL 180 COL name VAL ARCHER COL cert VAL 2A13,0
7026,2390,COL cictt_make VAL MOONEY COL cictt_model VAL M20A COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL MARK 20A COL cictt_cert VAL 2A3,COL make VAL MOONEY COL model VAL 20 COL series VAL A COL name VAL MARK 20A COL cert VAL 2A3,1
2390,3275,COL cictt_make VAL BOEING COL cictt_model VAL 737 COL cictt_series VAL 8F2 COL cictt_name VAL No Popular Name COL cictt_cert VAL A16WE,COL make VAL B COL model VAL 777 COL series VAL 200 COL cert VAL T00001SE,0
7531,423,COL cictt_make VAL PIPER COL cictt_model VAL PA22S COL cictt_series VAL 150 COL cictt_name VAL TRIPACER COL cictt_cert VAL 1A6,COL make VAL BE COL model VAL 36 COL series VAL A36TC COL name VAL BONANZA COL cert VAL 3A15,0
7578,866,COL cictt_make VAL PIPER COL cictt_model VAL PA28RT COL cictt_series VAL 201 COL cictt_name VAL ARROW IV COL cictt_cert VAL 2A13,COL make VAL B COL model VAL 737 COL series VAL 2X2 COL cert VAL A16WE,0
1453,556,COL cictt_make VAL BELL COL cictt_model VAL 47D COL cictt_series VAL UNDESIGNATED SERIES COL cictt_name VAL No Popular Name COL cictt_cert VAL H-1,COL make VAL BHT COL model VAL 47 COL series VAL D COL cert VAL H1,1
8462,BHT-47-G2,COL cictt_make VAL SIKORSKY COL cictt_model VAL S52 COL cictt_series VAL 2 COL cictt_name VAL No Popular Name COL cictt_cert VAL 1H2,COL make VAL BHT COL model VAL 47 COL series VAL G2 COL cert VAL H1,0
6324,2201,COL cictt_make VAL LANCAIR COL cictt_model VAL LC42 COL cictt_series VAL 550FG COL cictt_name VAL COLUMBIA 350 COL cictt_cert VAL A00003SE,COL make VAL LC COL model VAL LC42 COL series VAL 550FG COL name VAL COLUMBIA350 COL cert VAL A00003SE,1
8955,CE-320-B,COL cictt_make VAL TAYLORCRAFT COL cictt_model VAL F22 COL cictt_series VAL B COL cictt_name VAL No Popular Name COL cictt_cert VAL 1A9,COL make VAL CE COL model VAL 320 COL series VAL B COL name VAL SKYKNIGHT COL cert VAL 3A25,0
23020,446,COL cictt_make VAL KODIAK COL cictt_model VAL KODIAK 200 COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL KODIAK 900 COL cictt_cert VAL A00007SE,COL make VAL BE COL model VAL 50 COL series VAL 50 COL name VAL TWIN BONANZA COL cert VAL 5A4,0
7589,2611,COL cictt_make VAL PIPER COL cictt_model VAL PA31P COL cictt_series VAL UNDESIGNATED SERIES COL cictt_name VAL PRESSURIZED NAVAJO COL cictt_cert VAL A8EA,COL make VAL PA COL model VAL 31 COL series VAL P COL name VAL PRESSURIZED NAVAJO COL cert VAL A8EA,1
6723,36,COL cictt_make VAL MAULE COL cictt_model VAL M4 COL cictt_series VAL T COL cictt_name VAL JETASEN COL cictt_cert VAL 3A23,COL make VAL GA COL model VAL 695 COL series VAL B COL cert VAL 2A4,0
3939,1741,COL cictt_make VAL CESSNA COL cictt_model VAL O2 COL cictt_series VAL A COL cictt_name VAL SUPER SKYMASTER COL cictt_cert VAL A6CE,COL make VAL DA COL model VAL 40 COL series VAL 40 COL cert VAL A47CE,0
1332,DA-50-C,COL cictt_make VAL BEECH COL cictt_model VAL C12 COL cictt_series VAL C COL cictt_name VAL SUPER KING AIR COL cictt_cert VAL A24CE,COL make VAL DA COL model VAL 50 COL series VAL C COL cert VAL A00064IB,0
6756,1092,COL cictt_make VAL MAULE COL cictt_model VAL MXT7 COL cictt_series VAL 180 COL cictt_name VAL STAR ROCKET COL cictt_cert VAL 3A23,COL make VAL B COL model VAL 767 COL series VAL 258 COL cert VAL A1NM,0
4595,ERJ-190-400,COL cictt_make VAL DE HAVILLAND COL cictt_model VAL DHC6 COL cictt_series VAL 400 COL cictt_name VAL TWIN OTTER COL cictt_cert VAL A-82,COL make VAL ERJ COL model VAL 190 COL series VAL 400 COL cert VAL A57NM,0
142,52,COL cictt_make VAL AERONCA COL cictt_model VAL 65TAF COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL DEFENDER COL cictt_cert VAL A-728,COL make VAL AR COL model VAL 65 COL series VAL TAF COL cert VAL A728,1
1288,2870,COL cictt_make VAL BEECH COL cictt_model VAL 65 COL cictt_series VAL A65 8200 COL cictt_name VAL QUEEN AIR COL cictt_cert VAL 3A20,COL make VAL CONAIR COL model VAL UH34 COL series VAL J COL cert VAL H8SW,0
9105,PRTFLD-65-LP65,COL cictt_make VAL TRAVEL AIR COL cictt_model VAL TRAVEL AIR B4000 COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL No Popular Name COL cictt_cert VAL ATC 146,COL make VAL PRTFLD COL model VAL 65 COL series VAL LP65 COL cert VAL A720,0
7448,1237,COL cictt_make VAL PIPER COL cictt_model VAL J2 COL cictt_series VAL NO SERIES EXISTS COL cictt_name VAL CUB COL cictt_cert VAL ATC 595,COL make VAL CE COL model VAL 150 COL series VAL A COL name VAL COMMUTER COL cert VAL 3A19,0
