left_id,right_id,left,right,label
TAYLORCRAFT DF,B 737,COL make VAL TAYLORCRAFT COL model VAL DF COL series VAL 65 COL cert VAL A-746 COL code VAL TAYD,COL make VAL B COL model VAL 737 COL series VAL 800 8 8Q8 86N 86J 9 8K5 752 83N 76N 200 790 301 7CT 4K5 8EH 8F2 82R 81Q 8FH 7BD 2T4 319 330 375 3Y0 7H4 33A 7V3 406 4Y0 48E 4Q3 4Q8 5L9 705 71B 71Q 724 73T 73V 408 38B 3B7 3M8 3T0 405 2R4C 322 7K5 7K9 7L9 7Q8 36N 36Q 832 852 85P 883 890 8AL 275C 2L9 2Q8 76Q 79L 79P 7B6 7BJ 7BK 7BX 205 209 210C 247 809 823 824 8H4 8HX 8JP 8KN 924 932ER 990 990ER 9GPER 8BK 100 201 202C 204 204C 212 214 217 219 222 228 229 230 230C 232 236 241 242 244 248 248C 25A 266 268 277 281 282 282C 284 291 293 296 297 298C 2A1 2A3 2A6 2A8 2A9 2A9C 2B1C 2C0 2E1 2E3 2E7 2H4 2H4C 2H5 2H7C 2J8 2K2 2K2C 2K6 2K9 2M6C 2M8 2N7 2N8 2P6 2Q3 2Q8C 2Q9 2S2C 2S3 2S3C 2S5C 2S9 2T2 2T5 2T7 2U4 2U9 2V5 2V6 2W8 2X2 2Y5 2Z6 306 317 329 332 33R 33V 347 348 34S 35B 36E 376 377 37Q 382 3A4 3J6 3K9 3L9 3Q4 3S1 3S3 3T5 3Y9 3Z0 401 42C 448 45R 46B 46Q 490 497 49R 4B7 4M0 4S3 522 524 53S 54K 55S 5H4 5Q8 683 72T 72U 732 73A 73Q 73S 74Q 74U 74V 758 75B 75C 75T 75V 79U 7AD 7AV 7AW 7BC 7BF 7BH 7CG 7ET 7HJ 7JR 7W0 800A 85F 85R 89L 8AS 8B5 8B6 8CX 8DC 8GQ 8K2 COL name VAL B-737-890 COL cert VAL A16WE A15WE,0
BEECH 90,FRCHLD 24W,COL make VAL BEECH COL model VAL 90 COL series VAL 65A90 65 90 65A90 4 COL name VAL KING AIR COL cert VAL 3A20 COL code VAL BE9L,COL make VAL FRCHLD COL model VAL 24W COL series VAL 46 COL cert VAL A707,0
AGUSTA AB139,AGUSTA AB139,COL make VAL AGUSTA COL model VAL AB139 COL series VAL AB139 COL cert VAL EASA.R.006 COL code VAL A139,COL make VAL AGUSTA COL model VAL AB139 COL series VAL AB139 COL cert VAL R00002RD,1
BEECH 60,GA AA,COL make VAL BEECH COL model VAL 60 COL series VAL 60 A60 B60 COL name VAL DUKE COL cert VAL A12CE COL code VAL BE60,COL make VAL GA COL model VAL AA COL series VAL 5B COL name VAL TIGER COL cert VAL A16EA,0
CESSNA T310,TCRAFK BL,COL make VAL CESSNA COL model VAL T310 COL series VAL Q R COL cert VAL 3A10 COL code VAL C310,COL make VAL TCRAFK COL model VAL BL COL series VAL S65 COL cert VAL A700,0
LEARJET 45,GRTLKS 2T1,COL make VAL LEARJET COL model VAL 45 COL series VAL 45 COL name VAL LEARJET 40 LEARJET 75 LEARJET 70 COL cert VAL T00008WI COL code VAL LJ40/LJ75/LJ70,COL make VAL GRTLKS COL model VAL 2T1 COL series VAL 2T1 A A1 E MENASCOSP COL cert VAL ATC167 A18EA ATC354 2339,0
DART DART GC,CALAIR A,COL make VAL DART COL model VAL DART GC COL series VAL DART GC COL cert VAL TC 674 COL code VAL DRTG,COL make VAL CALAIR COL model VAL A COL series VAL A COL cert VAL A758,0
BELL 205,REAGAN C130,COL make VAL BELL COL model VAL 205 COL series VAL A1 A COL cert VAL H1SW COL code VAL UH1,COL make VAL REAGAN COL model VAL C130 COL series VAL A COL cert VAL A15NM,0
LET L410,B 75,COL make VAL LET COL model VAL L410 COL series VAL NG UVP UVP E COL name VAL TURBOLET COL cert VAL EASA.A.026 COL code VAL L410,COL make VAL B COL model VAL 75 COL series VAL 75 A75 COL cert VAL A743,0
FLEET 10,EAA 90,COL make VAL FLEET COL model VAL 10 COL series VAL 10 COL cert VAL ATC 374 COL code VAL FINC,COL make VAL EAA COL model VAL 90 COL series VAL AL115 COL cert VAL A306,0
WACO AVN,PA 28R,COL make VAL WACO COL model VAL AVN COL series VAL 8 COL name VAL MODEL N COL cert VAL TC 677 COL code VAL WACN,COL make VAL PA COL model VAL 28R COL series VAL 200 180 201 201T COL name VAL ARROW II ARROW ARROW III TURBO ARROW III COL cert VAL 2A13,0
CESSNA P210,IA 1121,COL make VAL CESSNA COL model VAL P210 COL series VAL N R COL name VAL PRESSURIZED CENTURION COL cert VAL 3A21 COL code VAL P210,COL make VAL IA COL model VAL 1121 COL series VAL 1121 A B COL name VAL COMMODORE JET COL cert VAL A2SW,0
LEARJET 60,BE 55,COL make VAL LEARJET COL model VAL 60 COL series VAL 60 COL cert VAL A10CE COL code VAL LJ60,COL make VAL BE COL model VAL 55 COL series VAL D55 E55 D55A E55A COL name VAL BARON COL cert VAL 3A16,0
AIRBUS A321,CL 600,COL make VAL AIRBUS COL model VAL A321 COL series VAL 131 271NX 253NX 251NX 213 271N 112 COL cert VAL EASA.A.064 COL code VAL A321/A21N,COL make VAL CL COL model VAL 600 COL series VAL 2B19 COL name VAL REGIONAL JET COL cert VAL A21EA,0
REARWIN 8125,AVRO 146,COL make VAL REARWIN COL model VAL 8125 COL series VAL 8125 COL name VAL CLOUDSTER COL cert VAL TC 711 COL code VAL CLDS,COL make VAL AVRO COL model VAL 146 COL series VAL RJ85A RJ100A RJ70A COL cert VAL A49EU,0
AERONCA S7AC,AR 7,COL make VAL AERONCA COL model VAL S7AC COL series VAL S7AC COL name VAL CHAMPION COL cert VAL A-759 COL code VAL CH7A,COL make VAL AR COL model VAL 7 COL series VAL S7AC COL cert VAL A759,1
CESSNA 321,A 318,COL make VAL CESSNA COL model VAL 321 COL series VAL 321 COL cert VAL 3A11 COL code VAL O1,COL make VAL A COL model VAL 318 COL series VAL 112 111 COL cert VAL A28NM,0
PIPER PAE23,BL 7,COL make VAL PIPER COL model VAL PAE23 COL series VAL 250 COL name VAL AZTEC 250 COL cert VAL 1A10 COL code VAL PA23,COL make VAL BL COL model VAL 7 COL series VAL DC COL name VAL CHAMP COL cert VAL A759,0
LEARJET 31,AIRHLD EC135,COL make VAL LEARJET COL model VAL 31 COL series VAL A 31 COL cert VAL A10CE COL code VAL LJ31,COL make VAL AIRHLD COL model VAL EC135 COL series VAL T3 COL cert VAL H88EU,0
AERMACCHI AL60,BE 36,COL make VAL AERMACCHI COL model VAL AL60 COL series VAL AL60 F5 COL name VAL SANTA MARIA TROJAN COL cert VAL NOT IDENTIFIED COL code VAL LA60,COL make VAL BE COL model VAL 36 COL series VAL A36 36 A36TC B36TC COL name VAL BONANZA COL cert VAL 3A15,0
SAAB SF340,SF 340,COL make VAL SAAB COL model VAL SF340 COL series VAL A COL cert VAL EASA.A.068 COL code VAL SF34,COL make VAL SF COL model VAL 340 COL series VAL A COL cert VAL A52EU,1
HAWKER SIDDELEY HS748,AND 51,COL make VAL HAWKER SIDDELEY COL model VAL HS748 COL series VAL 2 COL cert VAL EASA.A.397 COL code VAL A748,COL make VAL AND COL model VAL 51 COL series VAL A COL cert VAL A11SW,0
GULFSTREAM GIV,WACO U,COL make VAL GULFSTREAM COL model VAL GIV COL series VAL X COL cert VAL A12EA COL code VAL GLF4,COL make VAL WACO COL model VAL U COL series VAL BA COL cert VAL ATC479,0
GRUMMAN TS2,TS 2,COL make VAL GRUMMAN COL model VAL TS2 COL series VAL A COL cert VAL A25WE COL code VAL S2P,COL make VAL TS COL model VAL 2 COL series VAL A COL cert VAL A25WE,1
SIKORSKY H19,DC 6,COL make VAL SIKORSKY COL model VAL H19 COL series VAL A D G COL name VAL CHICKASAW COL cert VAL HR1SO COL code VAL S55P,COL make VAL DC COL model VAL 6 COL series VAL C118A COL cert VAL 6A3,0
BOMBARDIER CL600 2C11,WRIGHT H21,COL make VAL BOMBARDIER COL model VAL CL600 2C11 COL series VAL 550 COL name VAL REGIONAL JET 550 COL cert VAL A-276 COL code VAL CRJ7,COL make VAL WRIGHT COL model VAL H21 COL series VAL B COL cert VAL H1NM,0
EMBRAER EMB135,EMB 135,COL make VAL EMBRAER COL model VAL EMB135 COL series VAL BJ KL COL name VAL LEGACY 600 ERJ140LR COL cert VAL EA-9606 COL code VAL E35L/E135,COL make VAL EMB COL model VAL 135 COL series VAL BJ KL COL cert VAL T00011AT,1
WACO UMF,PA 14,COL make VAL WACO COL model VAL UMF COL series VAL UMF COL cert VAL ATC 546 COL code VAL WACF,COL make VAL PA COL model VAL 14 COL series VAL 14 COL name VAL CRUISER COL cert VAL A797,0
DIAMOND DA50,PIGMAN REARWN,COL make VAL DIAMOND COL model VAL DA50 COL series VAL C COL cert VAL EASA.A.639 COL code VAL DA50,COL make VAL PIGMAN COL model VAL REARWN COL series VAL 8125 COL cert VAL 711,0
CESSNA T337,BN 2,COL make VAL CESSNA COL model VAL T337 COL series VAL G B C D E F H COL cert VAL A6CE COL code VAL P337/C337,COL make VAL BN COL model VAL 2 COL series VAL 2 COL name VAL ISLANDER COL cert VAL A17EU,0
DOUGLAS A20,EAA 90,COL make VAL DOUGLAS COL model VAL A20 COL series VAL B G COL name VAL HAVOC COL cert VAL TC L-9 COL code VAL A20,COL make VAL EAA COL model VAL 90 COL series VAL AL115 COL cert VAL A306,0
ENSTROM 480,AR 65,COL make VAL ENSTROM COL model VAL 480 COL series VAL 480 COL name VAL EAGLE COL cert VAL H1CE COL code VAL EN48,COL make VAL AR COL model VAL 65 COL series VAL TAC COL cert VAL A728,0
SIKORSKY S61,H 19,COL make VAL SIKORSKY COL model VAL S61 COL series VAL NM D L R A COL cert VAL 1H15 H2EA H8EA COL code VAL S61/S61R,COL make VAL H COL model VAL 19 COL series VAL CH19 CH19E COL name VAL CHICKASAW COL cert VAL HR1SO,0
BEECH 45,BE A45,COL make VAL BEECH COL model VAL 45 COL series VAL B45 COL cert VAL 5A3 COL code VAL T34P,COL make VAL BE COL model VAL A45 COL series VAL B45 COL cert VAL 5A3,1
SIKORSKY S39,TECNAM P2010,COL make VAL SIKORSKY COL model VAL S39 COL series VAL B C COL cert VAL ATC 375 TC 2-391 COL code VAL S39,COL make VAL TECNAM COL model VAL P2010 COL series VAL TDI COL cert VAL A00066CE,0
DORNIER DO28B,PA J3,COL make VAL DORNIER COL model VAL DO28B COL series VAL 1 COL name VAL AGUR COL cert VAL EASA.A.360 COL code VAL DO28,COL make VAL PA COL model VAL J3 COL series VAL F50 F60 F65 F65S COL name VAL CUB COL cert VAL A692,0
BELL UH1,UH 1H,COL make VAL BELL COL model VAL UH1 COL series VAL H COL name VAL IROQUOIS COL cert VAL H13WE COL code VAL UH1,COL make VAL UH COL model VAL 1H COL series VAL TAM COL name VAL BELL205 COL cert VAL R00010SE,1
LEARJET 29,GROB G109,COL make VAL LEARJET COL model VAL 29 COL series VAL 29 COL name VAL LONGHORN COL cert VAL A10CE COL code VAL LJ28,COL make VAL GROB COL model VAL G109 COL series VAL B G109 COL cert VAL G43EU,0
CESSNA C37,DC 7,COL make VAL CESSNA COL model VAL C37 COL series VAL C37 COL name VAL AIRMASTER COL cert VAL ATC 622 COL code VAL CMAS,COL make VAL DC COL model VAL 7 COL series VAL 7 B C COL cert VAL 4A10,0
AEROSPATIALE SA316,PA 28R,COL make VAL AEROSPATIALE COL model VAL SA316 COL series VAL B COL name VAL ALOUETTE III COL cert VAL EASA.R.123 COL code VAL ALO3,COL make VAL PA COL model VAL 28R COL series VAL 200 180 201 201T COL name VAL ARROW II ARROW ARROW III TURBO ARROW III COL cert VAL 2A13,0
CESSNA A150,WACO ZGC,COL make VAL CESSNA COL model VAL A150 COL series VAL K L M COL name VAL AEROBAT COL cert VAL 3A19 COL code VAL C150,COL make VAL WACO COL model VAL ZGC COL series VAL 7 COL cert VAL ATC627,0
AERO COMMANDER 520,CONAER C1,COL make VAL AERO COMMANDER COL model VAL 520 COL series VAL 520 COL name VAL COMMANDER 520 COL cert VAL 6A1 COL code VAL AC52,COL make VAL CONAER COL model VAL C1 COL series VAL C1 COL name VAL COLONIAL COL cert VAL 1A13,0
CESSNA C145,CALAIR A,COL make VAL CESSNA COL model VAL C145 COL series VAL C145 COL name VAL AIRMASTER COL cert VAL A-701 COL code VAL CMAS,COL make VAL CALAIR COL model VAL A COL series VAL 2 COL cert VAL A758,0
BEECH 2000,COMWTH 6000,COL make VAL BEECH COL model VAL 2000 COL series VAL 2000 COL name VAL STARSHIP 1 COL cert VAL A38CE COL code VAL STAR,COL make VAL COMWTH COL model VAL 6000 COL series VAL M COL cert VAL 661,0
GULFSTREAM GIV,WACO UKC,COL make VAL GULFSTREAM COL model VAL GIV COL series VAL GIV X COL cert VAL A12EA COL code VAL GLF4,COL make VAL WACO COL model VAL UKC COL series VAL VKS6 COL cert VAL ATC528,0
KAWASAKI BK117,ACA 8GCBC,COL make VAL KAWASAKI COL model VAL BK117 COL series VAL A1 COL cert VAL 32 COL code VAL BK17,COL make VAL ACA COL model VAL 8GCBC COL series VAL 8GCBC COL cert VAL A21CE,0
PIPER PA31,K 600,COL make VAL PIPER COL model VAL PA31 COL series VAL 350 PA31 325 300 COL name VAL CHIEFTAIN NAVAJO NAVAJO C/R COL cert VAL A20SO COL code VAL PA31,COL make VAL K COL model VAL 600 COL series VAL HUK1 COL cert VAL AR27,0
AERMACCHI F260,WILIAM DH82,COL make VAL AERMACCHI COL model VAL F260 COL series VAL B C D F260 COL cert VAL EASA.A.586 COL code VAL F260,COL make VAL WILIAM COL model VAL DH82 COL series VAL A COL name VAL TIGER MOTH COL cert VAL A5PC,0
TAYLORCRAFT BCS12,BA JETSTM,COL make VAL TAYLORCRAFT COL model VAL BCS12 COL series VAL D1 D485 D85 COL cert VAL A-696 COL code VAL TAYB,COL make VAL BA COL model VAL JETSTM COL series VAL 3101 3201 COL name VAL JETSTREAM 3101 JETSTREAM 3201 COL cert VAL A21EU A56EU,0
MAULE MXT7,AR M,COL make VAL MAULE COL model VAL MXT7 COL series VAL 180 COL name VAL STAR ROCKET COL cert VAL 3A23 COL code VAL M7,COL make VAL AR COL model VAL M COL series VAL KM COL cert VAL 676,0
WACO INF,REIMS F172,COL make VAL WACO COL model VAL INF COL series VAL INF COL cert VAL ATC 345 COL code VAL WACF,COL make VAL REIMS COL model VAL F172 COL series VAL F G H K M N COL cert VAL A4EU,0
EUROCOPTER EC135,CE 303,COL make VAL EUROCOPTER COL model VAL EC135 COL series VAL T3 COL cert VAL EASA.R.009 COL code VAL EC35,COL make VAL CE COL model VAL 303 COL series VAL T303 COL name VAL CRUSADER COL cert VAL A34CE,0
LEARJET 55,CL 600,COL make VAL LEARJET COL model VAL 55 COL series VAL 55 B C COL cert VAL A10CE COL code VAL LJ55,COL make VAL CL COL model VAL 600 COL series VAL 2A12 COL name VAL CHALLENGER COL cert VAL A21EA,0
CULVER DART GK,NA P51,COL make VAL CULVER COL model VAL DART GK COL series VAL DART GK COL cert VAL TC 674 COL code VAL DRTG,COL model VAL P51 COL series VAL C D K COL cert VAL L113,0
CONSOLIDATED VULTEE SNV,SCWZER 269C,COL make VAL CONSOLIDATED VULTEE COL model VAL SNV COL series VAL 2 1 COL name VAL VALIANT COL cert VAL A-2-571 COL code VAL VALI,COL make VAL SCWZER COL model VAL 269C COL series VAL 1 COL cert VAL 4H12,0
BELL UH1,T 6,COL make VAL BELL COL model VAL UH1 COL series VAL L COL name VAL IROQUOIS COL cert VAL H7SO COL code VAL UH1,COL make VAL T COL model VAL 6 COL series VAL SNJ2 SNJ3 SNJ4 SNJ5 SNJ6 SNJ7 COL cert VAL A2575,0
WACO EGC,MOONEY 22,COL make VAL WACO COL model VAL EGC COL series VAL 7 COL cert VAL ATC 639 COL code VAL WACC,COL make VAL MOONEY COL model VAL 22 COL series VAL 22 COL name VAL MUSTANG COL cert VAL A6SW,0
MURPHY SR3500,DC A24,COL make VAL MURPHY COL model VAL SR3500 COL series VAL SR3500 COL name VAL SUPER REBEL COL cert VAL NOT CERTIFICATED COL code VAL MR35,COL make VAL DC COL model VAL A24 COL series VAL A B COL cert VAL AR8 L43,0
PIPER PA24,AND 51,COL make VAL PIPER COL model VAL PA24 COL series VAL PA24 250 260 400 COL name VAL COMANCHE 180 COMANCHE 250 COMANCHE 260 COMANCHE 400 COL cert VAL 1A15 COL code VAL PA24,COL make VAL AND COL model VAL 51 COL series VAL 51 COL cert VAL A11SW,0
HAWKER SIDDELEY HS125,DA 20,COL make VAL HAWKER SIDDELEY COL model VAL HS125 COL series VAL 700A COL cert VAL A3EU COL code VAL H25B,COL make VAL DA COL model VAL 20 COL series VAL C1 COL cert VAL TA4CH,0
HILLER UH12,STNSON 108,COL make VAL HILLER COL model VAL UH12 COL series VAL E D C A B EL L L4 COL cert VAL 4H10 6H2 6H1 4H11 H1WE COL code VAL UH12,COL make VAL STNSON COL model VAL 108 COL series VAL 2 1 108 3 COL cert VAL A767,0
WACO 9,TCRAFK 15A,COL make VAL WACO COL model VAL 9 COL series VAL 9 COL cert VAL ATC-11 COL code VAL WAC9,COL make VAL TCRAFK COL model VAL 15A COL series VAL 15A COL cert VAL 3A3,0
CULVER V,CURTIS TRVAIR,COL make VAL CULVER COL model VAL V COL series VAL 2 V COL cert VAL A-778 COL code VAL CULV,COL make VAL CURTIS COL model VAL TRVAIR COL series VAL 4D COL name VAL TRAVEL AIR COL cert VAL ATC254,0
BELL 47H,P 38,COL make VAL BELL COL model VAL 47H COL series VAL 1 COL cert VAL H-1 COL code VAL B47G,COL make VAL P COL model VAL 38 COL series VAL J L M COL cert VAL L103,0
AIR TRACTOR AT300,NAVION NAVION,COL make VAL AIR TRACTOR COL model VAL AT300 COL series VAL AT300 COL cert VAL A9SW COL code VAL AT3P,COL make VAL NAVION COL model VAL NAVION COL series VAL E F COL cert VAL A782,0
LAIRD LC,TCRAFK BL,COL make VAL LAIRD COL model VAL LC COL series VAL B200 B300 1B200 1B300 COL name VAL COMMERCIAL COL cert VAL ATC 86 ATC 353 COL code VAL LCB,COL make VAL TCRAFK COL model VAL BL COL series VAL 65 BL COL cert VAL A700,0
BELL TH1,MOONEY 20,COL make VAL BELL COL model VAL TH1 COL series VAL L COL cert VAL H7SO COL code VAL UH1,COL make VAL MOONEY COL model VAL 20 COL series VAL B COL name VAL MARK 21 COL cert VAL 2A3,0
